Gene,ensembl_ids
STRAP,ENSG00000023734
DERA,ENSG00000023697
MGST1,ENSG00000008394
PLEKHA5,ENSG00000052126
AEBP2,ENSG00000139154
PYROXD1,ENSG00000121350
RECQL,ENSG00000004700
GOLT1B,ENSG00000111711
SPX,ENSG00000134548
LDHB,ENSG00000111716
CMAS,ENSG00000111726
ST8SIA1,ENSG00000111728
C2CD5,ENSG00000111731
AC053513.1,ENSG00000256973
ETNK1,ENSG00000139163
SOX5,ENSG00000134532
BCAT1,ENSG00000060982
LRMP,ENSG00000118308
ETFRF1,ENSG00000205707
KRAS,ENSG00000133703
AC092794.1,ENSG00000274987
AC087239.1,ENSG00000278743
RASSF8,ENSG00000123094
BHLHE41,ENSG00000123095
SSPN,ENSG00000123096
ITPR2,ENSG00000123104
INTS13,ENSG00000064102
FGFR1OP2,ENSG00000111790
AC024896.1,ENSG00000247903
TM7SF3,ENSG00000064115
MED21,ENSG00000152944
AC092747.4,ENSG00000275764
STK38L,ENSG00000211455
ARNTL2,ENSG00000029153
PPFIBP1,ENSG00000110841
MRPS35,ENSG00000061794
KLHL42,ENSG00000087448
CCDC91,ENSG00000123106
AC022364.1,ENSG00000247934
FAR2,ENSG00000064763
AC009318.4,ENSG00000275476
AC009318.1,ENSG00000257176
AC009318.3,ENSG00000274315
AC009318.2,ENSG00000273680
ERGIC2,ENSG00000087502
OVCH1-AS1,ENSG00000257599
TMTC1,ENSG00000133687
IPO8,ENSG00000133704
CAPRIN2,ENSG00000110888
DDX11-AS1,ENSG00000245614
DDX11,ENSG00000013573
SINHCAF,
AC024940.1,ENSG00000177359
DENND5B,ENSG00000170456
ETFBKMT,ENSG00000139160
AMN1,ENSG00000151743
AC023157.3,ENSG00000276900
H3F3C,ENSG00000188375
LINC02422,ENSG00000255760
KIAA1551,ENSG00000174718
AC016957.2,ENSG00000276136
BICD1,ENSG00000151746
FGD4,ENSG00000139132
DNM1L,ENSG00000087470
AC084824.5,ENSG00000276148
YARS2,ENSG00000139131
PKP2,ENSG00000057294
ALG10,ENSG00000139133
ALG10B,ENSG00000175548
CPNE8,ENSG00000139117
KIF21A,ENSG00000139116
ABCD2,ENSG00000173208
SLC2A13,ENSG00000151229
AC079630.1,ENSG00000225342
LRRK2,ENSG00000188906
AC090630.1,ENSG00000257239
GXYLT1,ENSG00000151233
YAF2,ENSG00000015153
PPHLN1,ENSG00000134283
ZCRB1,ENSG00000139168
PRICKLE1,ENSG00000139174
PUS7L,ENSG00000129317
IRAK4,ENSG00000198001
TWF1,ENSG00000151239
TMEM117,ENSG00000139173
NELL2,ENSG00000184613
ANO6,ENSG00000177119
AC008124.1,ENSG00000273015
ARID2,ENSG00000189079
SCAF11,ENSG00000139218
SLC38A1,ENSG00000111371
SLC38A2,ENSG00000134294
AC008014.1,ENSG00000257261
AC025031.4,ENSG00000275481
AC008035.1,ENSG00000272369
AMIGO2,ENSG00000139211
PCED1B,ENSG00000179715
AC008083.2,ENSG00000258116
AC008083.3,ENSG00000258181
RPAP3,ENSG00000005175
AC004241.1,ENSG00000257433
RAPGEF3,ENSG00000079337
SLC48A1,ENSG00000211584
HDAC7,ENSG00000061273
AC004466.1,ENSG00000268069
VDR,ENSG00000111424
TMEM106C,ENSG00000134291
AC004801.6,ENSG00000276814
SENP1,ENSG00000079387
PFKM,ENSG00000152556
ASB8,ENSG00000177981
AC024257.3,ENSG00000269514
ZNF641,ENSG00000167528
KANSL2,ENSG00000139620
CCNT1,ENSG00000129315
ADCY6,ENSG00000174233
CACNB3,ENSG00000167535
DDX23,ENSG00000174243
AC073610.3,ENSG00000272822
CCDC65,ENSG00000139537
FKBP11,ENSG00000134285
ARF3,ENSG00000134287
WNT10B,ENSG00000169884
DDN-AS1,ENSG00000257913
PRKAG1,ENSG00000181929
KMT2D,ENSG00000167548
RHEBL1,ENSG00000167550
LMBR1L,ENSG00000139636
AC011603.2,ENSG00000258017
TUBA1B,ENSG00000123416
TUBA1A,ENSG00000167552
TUBA1C,ENSG00000167553
AC010173.1,ENSG00000258101
TROAP,ENSG00000135451
SPATS2,ENSG00000123352
KCNH3,ENSG00000135519
MCRS1,ENSG00000187778
PRPF40B,ENSG00000110844
FMNL3,ENSG00000161791
TMBIM6,ENSG00000139644
NCKAP5L,ENSG00000167566
BCDIN3D-AS1,ENSG00000258057
BCDIN3D,ENSG00000186666
RACGAP1,ENSG00000161800
ASIC1,ENSG00000110881
SMARCD1,ENSG00000066117
COX14,ENSG00000178449
AC074032.1,ENSG00000272368
CERS5,ENSG00000139624
LIMA1,ENSG00000050405
LARP4,ENSG00000161813
DIP2B,ENSG00000066084
ATF1,ENSG00000123268
METTL7A,ENSG00000185432
SLC11A2,ENSG00000110911
LETMD1,ENSG00000050426
CSRNP2,ENSG00000110925
TFCP2,ENSG00000135457
POU6F1,ENSG00000184271
DAZAP2,ENSG00000183283
SMAGP,ENSG00000170545
BIN2,ENSG00000110934
CELA1,ENSG00000139610
GALNT6,ENSG00000139629
SLC4A8,ENSG00000050438
SCN8A,ENSG00000196876
AC068987.2,ENSG00000260122
FIGNL2,ENSG00000261308
ACVRL1,ENSG00000139567
ACVR1B,ENSG00000135503
GRASP,ENSG00000161835
NR4A1,ENSG00000123358
AC025259.3,ENSG00000259884
ATG101,ENSG00000123395
KRT7,ENSG00000135480
KRT86,ENSG00000170442
KRT72,ENSG00000170486
KRT73-AS1,ENSG00000257495
KRT73,ENSG00000186049
KRT2,ENSG00000172867
KRT1,ENSG00000167768
KRT8,ENSG00000170421
KRT18,ENSG00000111057
EIF4B,ENSG00000063046
AC068888.1,ENSG00000257337
TNS2,ENSG00000111077
SPRYD3,ENSG00000167778
IGFBP6,ENSG00000167779
CSAD,ENSG00000139631
ZNF740,ENSG00000139651
ITGB7,ENSG00000139626
RARG,ENSG00000172819
MFSD5,ENSG00000182544
ESPL1,ENSG00000135476
PFDN5,ENSG00000123349
AC073611.1,ENSG00000257605
C12orf10,ENSG00000139637
AAAS,ENSG00000094914
SP1,ENSG00000185591
PRR13,ENSG00000205352
PCBP2,ENSG00000197111
MAP3K12,ENSG00000139625
AC023509.4,ENSG00000270175
TARBP2,ENSG00000139546
AC023509.3,ENSG00000267281
ATF7,ENSG00000170653
AC023509.2,ENSG00000257550
ATP5MC2,
CALCOCO1,ENSG00000012822
HOXC4,ENSG00000198353
AC023794.3,ENSG00000250654
SMUG1,ENSG00000123415
CBX5,ENSG00000094916
HNRNPA1,ENSG00000135486
NFE2,ENSG00000123405
COPZ1,ENSG00000111481
AC079313.2,ENSG00000258137
GPR84,ENSG00000139572
ZNF385A,ENSG00000161642
ITGA5,ENSG00000161638
GTSF1,ENSG00000170627
NCKAP1L,ENSG00000123338
PDE1B,ENSG00000123360
TESPA1,ENSG00000135426
METTL7B,ENSG00000170439
ITGA7,ENSG00000135424
AC009779.3,ENSG00000258311
BLOC1S1,ENSG00000135441
RDH5,ENSG00000135437
CD63,ENSG00000135404
AC009779.2,ENSG00000258056
GDF11,ENSG00000135414
SARNP,ENSG00000205323
AC023055.1,ENSG00000257390
ORMDL2,ENSG00000123353
DNAJC14,ENSG00000135392
MMP19,ENSG00000123342
PYM1,ENSG00000170473
DGKA,ENSG00000065357
CDK2,ENSG00000123374
RAB5B,ENSG00000111540
SUOX,ENSG00000139531
IKZF4,ENSG00000123411
RPS26,ENSG00000197728
ERBB3,ENSG00000065361
PA2G4,ENSG00000170515
AC034102.4,ENSG00000257553
RPL41,ENSG00000229117
ZC3H10,ENSG00000135482
ESYT1,ENSG00000139641
AC034102.6,ENSG00000258317
MYL6B,ENSG00000196465
MYL6,ENSG00000092841
SMARCC2,ENSG00000139613
RNF41,ENSG00000181852
NABP2,ENSG00000139579
ANKRD52,ENSG00000139645
COQ10A,ENSG00000135469
CS,ENSG00000062485
AC073896.2,ENSG00000257303
AC073896.3,ENSG00000257740
CNPY2,ENSG00000257727
PAN2,ENSG00000135473
IL23A,ENSG00000110944
STAT2,ENSG00000170581
TIMELESS,ENSG00000111602
SPRYD4,ENSG00000176422
GLS2,ENSG00000135423
RBMS2,ENSG00000076067
BAZ2A,ENSG00000076108
ATP5F1B,
PTGES3,ENSG00000110958
NACA,ENSG00000196531
PRIM1,ENSG00000198056
HSD17B6,ENSG00000025423
RDH16,ENSG00000139547
ZBTB39,ENSG00000166860
MYO1A,ENSG00000166866
NEMP1,ENSG00000166881
NAB2,ENSG00000166886
STAT6,ENSG00000166888
LRP1,ENSG00000123384
NXPH4,ENSG00000182379
SHMT2,ENSG00000182199
NDUFA4L2,ENSG00000185633
STAC3,ENSG00000185482
R3HDM2,ENSG00000179912
AC126614.1,ENSG00000258001
GLI1,ENSG00000111087
ARHGAP9,ENSG00000123329
MARS,ENSG00000166986
DDIT3,ENSG00000175197
MBD6,ENSG00000166987
DCTN2,ENSG00000175203
KIF5A,ENSG00000155980
PIP4K2C,ENSG00000166908
DTX3,ENSG00000178498
ARHGEF25,ENSG00000240771
OS9,ENSG00000135506
AC025165.2,ENSG00000257342
AGAP2,ENSG00000135439
AGAP2-AS1,ENSG00000255737
TSPAN31,ENSG00000135452
CDK4,ENSG00000135446
MARCH9,ENSG00000139266
METTL1,ENSG00000037897
EEF1AKMT3,ENSG00000123427
TSFM,ENSG00000123297
AVIL,ENSG00000135407
AC025165.5,ENSG00000270039
CTDSP2,ENSG00000175215
AC084033.3,ENSG00000257698
ATP23,ENSG00000166896
SLC16A7,ENSG00000118596
FAM19A2,ENSG00000198673
USP15,ENSG00000135655
MON2,ENSG00000061987
LINC01465,ENSG00000221949
AC048341.1,ENSG00000241941
AC048341.2,ENSG00000257354
PPM1H,ENSG00000111110
DPY19L2,ENSG00000177990
RXYLT1,
SRGAP1,ENSG00000196935
C12orf66,ENSG00000174206
XPOT,ENSG00000184575
TBK1,ENSG00000183735
RASSF3,ENSG00000153179
AC078962.3,ENSG00000256314
GNS,ENSG00000135677
TBC1D30,ENSG00000111490
LEMD3,ENSG00000174106
MSRB3,ENSG00000174099
AC090673.1,ENSG00000197301
LLPH,ENSG00000139233
TMBIM4,ENSG00000155957
IRAK3,ENSG00000090376
HELB,ENSG00000127311
GRIP1,ENSG00000155974
CAND1,ENSG00000111530
DYRK2,ENSG00000127334
AC078777.1,ENSG00000235872
IFNG-AS1,ENSG00000255733
IFNG,ENSG00000111537
MDM1,ENSG00000111554
LINC02384,ENSG00000251301
AC008033.3,ENSG00000273824
RAP1B,ENSG00000127314
AC090061.1,ENSG00000247363
NUP107,ENSG00000111581
SLC35E3,ENSG00000175782
MDM2,ENSG00000135679
AC025423.1,ENSG00000256325
AC025423.4,ENSG00000257181
CPM,ENSG00000135678
CPSF6,ENSG00000111605
AC020656.2,ENSG00000274979
LYZ,ENSG00000090382
AC020656.1,ENSG00000257764
YEATS4,ENSG00000127337
FRS2,ENSG00000166225
CCT2,ENSG00000166226
AC025263.1,ENSG00000247131
RAB3IP,ENSG00000127328
AC025159.1,
LINC01481,ENSG00000257613
CNOT2,ENSG00000111596
KCNMB4,ENSG00000135643
AC025569.1,ENSG00000258168
PTPRB,ENSG00000127329
PTPRR,ENSG00000153233
ZFC3H1,ENSG00000133858
THAP2,ENSG00000173451
TMEM19,ENSG00000139291
RAB21,ENSG00000080371
AC089984.1,ENSG00000257410
TBC1D15,ENSG00000121749
ATXN7L3B,ENSG00000253719
AC025257.1,ENSG00000257386
CAPS2,ENSG00000180881
GLIPR1L2,ENSG00000180481
GLIPR1,ENSG00000139278
AC121761.1,ENSG00000257497
KRR1,ENSG00000111615
PHLDA1,ENSG00000139289
AC011611.4,ENSG00000257839
NAP1L1,ENSG00000187109
BBS10,ENSG00000179941
OSBPL8,ENSG00000091039
AC107032.2,ENSG00000257526
ZDHHC17,ENSG00000186908
CSRP2,ENSG00000175183
E2F7,ENSG00000165891
SYT1,ENSG00000067715
AC027288.3,ENSG00000257894
PAWR,ENSG00000177425
PPP1R12A,ENSG00000058272
LIN7A,ENSG00000111052
CCDC59,ENSG00000133773
METTL25,ENSG00000127720
TMTC2,ENSG00000179104
C12orf29,ENSG00000133641
CEP290,ENSG00000198707
TMTC3,ENSG00000139324
DUSP6,ENSG00000139318
AC024909.2,
POC1B,ENSG00000139323
POC1B-AS1,ENSG00000270344
AC025034.1,ENSG00000258302
ATP2B1,ENSG00000070961
ATP2B1-AS1,ENSG00000271614
BTG1,ENSG00000133639
AC025164.1,ENSG00000239201
LINC02391,ENSG00000277851
CLLU1OS,ENSG00000205057
LINC02397,ENSG00000205056
C12orf74,ENSG00000214215
PLEKHG7,ENSG00000187510
EEA1,ENSG00000102189
LINC02413,ENSG00000257345
NUDT4,ENSG00000173598
UBE2N,ENSG00000177889
MRPL42,ENSG00000198015
SOCS2,ENSG00000120833
CRADD,ENSG00000169372
PLXNC1,ENSG00000136040
AC073655.2,ENSG00000258365
CEP83,ENSG00000173588
CEP83-DT,
TMCC3,ENSG00000057704
NDUFA12,ENSG00000184752
NR2C1,ENSG00000120798
FGD6,ENSG00000180263
VEZT,ENSG00000028203
METAP2,ENSG00000111142
USP44,ENSG00000136014
NTN4,ENSG00000074527
SNRPF,ENSG00000139343
CCDC38,ENSG00000165972
AMDHD1,ENSG00000139344
HAL,ENSG00000084110
LTA4H,ENSG00000111144
ELK3,ENSG00000111145
CDK17,ENSG00000059758
NEDD1,ENSG00000139350
LINC02453,ENSG00000245017
TMPO-AS1,ENSG00000257167
TMPO,ENSG00000120802
SLC25A3,ENSG00000075415
IKBIP,ENSG00000166130
APAF1,ENSG00000120868
ANKS1B,ENSG00000185046
UHRF1BP1L,ENSG00000111647
ACTR6,ENSG00000075089
DEPDC4,ENSG00000166153
SCYL2,ENSG00000136021
GAS2L3,ENSG00000139354
UTP20,ENSG00000120800
ARL1,ENSG00000120805
SPIC,ENSG00000166211
CHPT1,ENSG00000111666
SYCP3,ENSG00000139351
GNPTAB,ENSG00000111670
DRAM1,ENSG00000136048
WASHC3,ENSG00000120860
AC079907.1,ENSG00000257222
NUP37,ENSG00000075188
PARPBP,ENSG00000185480
IGF1,ENSG00000017427
C12orf42,ENSG00000179088
AC025265.1,ENSG00000257681
NT5DC3,ENSG00000111696
HSP90B1,ENSG00000166598
C12orf73,ENSG00000204954
TDG,ENSG00000139372
HCFC2,ENSG00000111727
NFYB,ENSG00000120837
TXNRD1,ENSG00000198431
EID3,ENSG00000255150
CHST11,ENSG00000171310
SLC41A2,ENSG00000136052
C12orf45,ENSG00000151131
ALDH1L2,ENSG00000136010
WASHC4,ENSG00000136051
APPL2,ENSG00000136044
C12orf75,ENSG00000235162
NUAK1,ENSG00000074590
CKAP4,ENSG00000136026
AC079174.2,ENSG00000277715
TCP11L2,ENSG00000166046
POLR3B,ENSG00000013503
RIC8B,ENSG00000111785
AC007541.1,ENSG00000260329
TMEM263,ENSG00000151135
MTERF2,ENSG00000120832
CRY1,ENSG00000008405
BTBD11,ENSG00000151136
PWP1,ENSG00000136045
PRDM4,ENSG00000110851
CMKLR1,ENSG00000174600
FICD,ENSG00000198855
SART3,ENSG00000075856
ISCU,ENSG00000136003
TMEM119,ENSG00000183160
SELPLG,ENSG00000110876
AC007569.1,ENSG00000257221
CORO1C,ENSG00000110880
SSH1,ENSG00000084112
USP30,ENSG00000135093
USP30-AS1,ENSG00000256262
ALKBH2,ENSG00000189046
UNG,ENSG00000076248
ACACB,ENSG00000076555
AC007570.1,ENSG00000255655
KCTD10,ENSG00000110906
UBE3B,ENSG00000151148
MMAB,ENSG00000139428
MVK,ENSG00000110921
FAM222A,ENSG00000139438
TRPV4,ENSG00000111199
GLTP,ENSG00000139433
TCHP,ENSG00000139437
GIT2,ENSG00000139436
ANKRD13A,ENSG00000076513
C12orf76,ENSG00000174456
IFT81,ENSG00000122970
ATP2A2,ENSG00000174437
ANAPC7,ENSG00000196510
ARPC3,ENSG00000111229
GPN3,ENSG00000111231
FAM216A,ENSG00000204856
VPS29,ENSG00000111237
RAD9B,ENSG00000151164
PPTC7,ENSG00000196850
TCTN1,ENSG00000204852
HVCN1,ENSG00000122986
PPP1CC,ENSG00000186298
CUX2,ENSG00000111249
PHETA1,
LINC02356,ENSG00000257595
SH2B3,ENSG00000111252
ATXN2,ENSG00000204842
BRAP,ENSG00000089234
ACAD10,ENSG00000111271
ALDH2,ENSG00000111275
MAPKAPK5-AS1,ENSG00000234608
MAPKAPK5,ENSG00000089022
TMEM116,ENSG00000198270
ERP29,ENSG00000089248
AC073575.2,ENSG00000274227
NAA25,ENSG00000111300
TRAFD1,ENSG00000135148
HECTD4,ENSG00000173064
RPL6,ENSG00000089009
PTPN11,ENSG00000179295
RPH3A,ENSG00000089169
OAS1,ENSG00000089127
OAS3,ENSG00000111331
OAS2,ENSG00000111335
DTX1,ENSG00000135144
RASAL1,ENSG00000111344
CFAP73,ENSG00000186710
DDX54,ENSG00000123064
RITA1,ENSG00000139405
IQCD,ENSG00000166578
TPCN1,ENSG00000186815
SLC8B1,ENSG00000089060
PLBD2,ENSG00000151176
SDS,ENSG00000135094
SDSL,ENSG00000139410
RBM19,ENSG00000122965
MED13L,ENSG00000123066
MAP1LC3B2,ENSG00000258102
C12orf49,ENSG00000111412
RNFT2,ENSG00000135119
HRK,ENSG00000135116
FBXW8,ENSG00000174989
AC127164.1,ENSG00000257279
TESC,ENSG00000088992
FBXO21,ENSG00000135108
KSR2,ENSG00000171435
RFC5,ENSG00000111445
WSB2,ENSG00000176871
VSIG10,ENSG00000176834
PEBP1,ENSG00000089220
TAOK3,ENSG00000135090
SUDS3,ENSG00000111707
AC026367.3,ENSG00000275759
AC026367.2,ENSG00000275409
PRKAB1,ENSG00000111725
CIT,ENSG00000122966
BICDL1,ENSG00000135127
RAB35,ENSG00000111737
AC004812.2,ENSG00000277283
GCN1,ENSG00000089154
RPLP0,ENSG00000089157
PXN-AS1,ENSG00000255857
PXN,ENSG00000089159
SIRT4,ENSG00000089163
COX6A1,ENSG00000111775
TRIAP1,ENSG00000170855
GATC,ENSG00000257218
SRSF9,ENSG00000111786
DYNLL1,ENSG00000088986
NRAV,ENSG00000248008
COQ5,ENSG00000110871
RNF10,ENSG00000022840
POP5,ENSG00000167272
MLEC,ENSG00000110917
AC069234.2,ENSG00000256364
UNC119B,ENSG00000175970
ACADS,ENSG00000122971
SPPL3,ENSG00000157837
C12orf43,ENSG00000157895
OASL,ENSG00000135114
P2RX7,ENSG00000089041
AC069209.1,ENSG00000274029
P2RX4,ENSG00000135124
CAMKK2,ENSG00000110931
ANAPC5,ENSG00000089053
RNF34,ENSG00000170633
KDM2B,ENSG00000089094
ORAI1,ENSG00000276045
MORN3,ENSG00000139714
TMEM120B,ENSG00000188735
RHOF,ENSG00000139725
LINC01089,ENSG00000212694
AC084018.2,ENSG00000274292
SETD1B,ENSG00000139718
HPD,ENSG00000158104
PSMD9,ENSG00000110801
AC069503.2,ENSG00000256950
WDR66,ENSG00000158023
AC069503.1,ENSG00000255856
BCL7A,ENSG00000110987
MLXIP,ENSG00000175727
LRRC43,ENSG00000158113
B3GNT4,ENSG00000176383
DIABLO.1,
VPS33A,ENSG00000139719
CLIP1,ENSG00000130779
ZCCHC8,ENSG00000033030
AC127002.1,ENSG00000275265
RSRC2,ENSG00000111011
KNTC1,ENSG00000184445
AC026333.4,ENSG00000274191
HCAR2,ENSG00000182782
HCAR3,ENSG00000255398
DENR,ENSG00000139726
CCDC62,ENSG00000130783
HIP1R,ENSG00000130787
VPS37B,ENSG00000139722
AC027290.1,ENSG00000256152
ABCB9,ENSG00000150967
OGFOD2,ENSG00000111325
ARL6IP4,ENSG00000182196
PITPNM2,ENSG00000090975
MPHOSPH9,ENSG00000051825
C12orf65,ENSG00000130921
AC068768.1,ENSG00000235423
CDK2AP1,ENSG00000111328
SBNO1,ENSG00000139697
AC137767.1,ENSG00000256092
KMT5A,ENSG00000183955
RILPL2,ENSG00000150977
SNRNP35,ENSG00000184209
RILPL1,ENSG00000188026
AC055713.1,ENSG00000247373
TMED2,ENSG00000086598
DDX55,ENSG00000111364
EIF2B1,ENSG00000111361
GTF2H3,ENSG00000111358
TCTN2,ENSG00000168778
ATP6V0A2,ENSG00000185344
DNAH10,ENSG00000197653
CCDC92,ENSG00000119242
AC079315.1,ENSG00000270028
DNAH10OS,ENSG00000250091
ZNF664,ENSG00000179195
NCOR2,ENSG00000196498
AC073592.1,ENSG00000214650
SCARB1,ENSG00000073060
UBC,ENSG00000150991
DHX37,ENSG00000150990
BRI3BP,ENSG00000184992
THRIL,ENSG00000280634
AACS,ENSG00000081760
LINC00944,ENSG00000256128
TMEM132C,ENSG00000181234
SLC15A4,ENSG00000139370
GLT1D1,ENSG00000151948
PIWIL1,ENSG00000125207
STX2,ENSG00000111450
RAN,ENSG00000132341
ADGRD1,ENSG00000111452
SFSWAP,ENSG00000061936
MMP17,ENSG00000198598
AC131009.2,ENSG00000256955
ULK1,ENSG00000177169
PUS1,ENSG00000177192
EP400,ENSG00000183495
DDX51,ENSG00000185163
NOC4L,ENSG00000184967
LINC02361,ENSG00000256576
AC148476.1,ENSG00000274373
FBRSL1,ENSG00000112787
POLE,ENSG00000177084
PXMP2,ENSG00000176894
PGAM5,ENSG00000247077
ANKLE2,ENSG00000176915
GOLGA3,ENSG00000090615
CHFR,ENSG00000072609
AC127070.1,ENSG00000232888
AC127070.2,ENSG00000236617
ZNF605,ENSG00000196458
ZNF26,ENSG00000198393
ZNF84,ENSG00000198040
ZNF140,ENSG00000196387
ZNF891,ENSG00000214029
ZNF10,ENSG00000256223
ZNF268,ENSG00000090612
MPHOSPH8,ENSG00000196199
PSPC1,ENSG00000121390
ZMYM5,ENSG00000132950
AL355001.2,ENSG00000275964
ZMYM2,ENSG00000121741
GJB6,ENSG00000121742
CRYL1,ENSG00000165475
IFT88,ENSG00000032742
AL161772.1,ENSG00000278291
EEF1AKMT1,ENSG00000150456
XPO4,ENSG00000132953
LATS2,ENSG00000150457
LATS2-AS1,ENSG00000233851
SAP18,ENSG00000150459
SKA3,ENSG00000165480
MRPL57,ENSG00000173141
LINC00539,ENSG00000224429
ZDHHC20,ENSG00000180776
MICU2,ENSG00000165487
FGF9,ENSG00000102678
AL136962.1,
SACS,ENSG00000151835
MIPEP,ENSG00000027001
SPATA13,ENSG00000228741
PARP4,ENSG00000102699
RNF17,ENSG00000132972
CENPJ,ENSG00000151849
MTMR6,ENSG00000139505
NUP58,ENSG00000139496
ATP8A2,ENSG00000132932
SHISA2,ENSG00000180730
RNF6,ENSG00000127870
AL138966.2,ENSG00000277368
CDK8,ENSG00000132964
WASF3,ENSG00000132970
USP12,ENSG00000152484
RPL21,ENSG00000122026
RASL11A,ENSG00000122035
GTF3A,ENSG00000122034
MTIF3,ENSG00000122033
LNX2,ENSG00000139517
POLR1D,ENSG00000186184
FLT3,ENSG00000122025
PAN3-AS1,ENSG00000261485
PAN3,ENSG00000152520
FLT1,ENSG00000102755
POMP,ENSG00000132963
SLC46A3,ENSG00000139508
MTUS2,ENSG00000132938
SLC7A1,ENSG00000139514
UBL3,ENSG00000122042
LINC00544,ENSG00000122043
LINC00384,ENSG00000232117
KATNAL1,ENSG00000102781
LINC00426,ENSG00000238121
HMGB1,ENSG00000189403
USPL1,ENSG00000132952
ALOX5AP,ENSG00000132965
HSPH1,ENSG00000120694
B3GLCT,ENSG00000187676
FRY,ENSG00000073910
FRY-AS1,ENSG00000237637
BRCA2,ENSG00000139618
N4BP2L1,ENSG00000139597
N4BP2L2,ENSG00000244754
PDS5B,ENSG00000083642
AL138820.1,ENSG00000277151
KL,ENSG00000133116
STARD13,ENSG00000133121
RFC3,ENSG00000133119
NBEA,ENSG00000172915
SPART,ENSG00000133104
RFXAP,ENSG00000133111
ALG5,ENSG00000120697
EXOSC8,ENSG00000120699
SUPT20H,ENSG00000102710
LINC02334,ENSG00000274317
UFM1,ENSG00000120686
PROSER1,ENSG00000120685
NHLRC3,ENSG00000188811
COG6,ENSG00000133103
FOXO1,ENSG00000150907
MRPS31,ENSG00000102738
SLC25A15,ENSG00000102743
ELF1,ENSG00000120690
WBP4,ENSG00000120688
KBTBD6,ENSG00000165572
AL354696.2,ENSG00000278390
KBTBD7,ENSG00000120696
MTRF1,ENSG00000120662
NAA16,ENSG00000172766
RGCC,ENSG00000102760
VWA8,ENSG00000102763
DGKH,ENSG00000102780
AKAP11,ENSG00000023516
EPSTI1,ENSG00000133106
DNAJC15,ENSG00000120675
CCDC122,ENSG00000151773
LACC1,ENSG00000179630
SERP2,ENSG00000151778
TSC22D1,ENSG00000102804
TSC22D1-AS1,ENSG00000278156
NUFIP1,ENSG00000083635
GPALPP1,ENSG00000133114
GTF2F2,ENSG00000188342
TPT1,ENSG00000133112
AL138963.3,ENSG00000273149
SLC25A30,ENSG00000174032
COG3,ENSG00000136152
ZC3H13,ENSG00000123200
LCP1,ENSG00000136167
LINC00563,ENSG00000261097
RUBCNL,ENSG00000102445
LRCH1,ENSG00000136141
ESD,ENSG00000139684
SUCLA2,ENSG00000136143
LINC00562,ENSG00000260388
NUDT15,ENSG00000136159
AL158196.1,ENSG00000276968
MED4,ENSG00000136146
ITM2B,ENSG00000136156
RB1-DT,
RB1,ENSG00000139687
LPAR6,ENSG00000139679
RCBTB2,ENSG00000136161
CYSLTR2,ENSG00000152207
AL161421.1,ENSG00000275202
FNDC3A,ENSG00000102531
CDADC1,ENSG00000102543
CAB39L,ENSG00000102547
SETDB2,ENSG00000136169
PHF11,ENSG00000136147
RCBTB1,ENSG00000136144
ARL11,ENSG00000152213
EBPL,ENSG00000123179
KPNA3,ENSG00000102753
SPRYD7,ENSG00000123178
DLEU2,ENSG00000231607
TRIM13,ENSG00000204977
KCNRG,ENSG00000198553
DLEU7,ENSG00000186047
RNASEH2B,ENSG00000136104
INTS6,ENSG00000102786
INTS6-AS1,ENSG00000236778
WDFY2,ENSG00000139668
AL162377.3,
DHRS12,ENSG00000102796
AL162377.1,ENSG00000231856
TMEM272,
ATP7B,ENSG00000123191
ALG11,ENSG00000253710
UTP14C,ENSG00000253797
NEK5,ENSG00000197168
NEK3,ENSG00000136098
THSD1,ENSG00000136114
VPS36,ENSG00000136100
AL359513.1,ENSG00000278238
CKAP2,ENSG00000136108
HNRNPA1L2,ENSG00000139675
AL139089.1,ENSG00000273723
SUGT1,ENSG00000165416
DIAPH3,ENSG00000139734
TDRD3,ENSG00000083544
PCDH9,ENSG00000184226
DACH1,ENSG00000276644
MZT1,ENSG00000204899
BORA,ENSG00000136122
DIS3,ENSG00000083520
PIBF1,ENSG00000083535
KLF5,ENSG00000102554
KLF12,ENSG00000118922
LINC00402,ENSG00000235532
TBC1D4,ENSG00000136111
COMMD6,ENSG00000188243
UCHL3,ENSG00000118939
LMO7,ENSG00000136153
KCTD12,ENSG00000178695
AC000403.1,ENSG00000278727
CLN5,ENSG00000102805
AC001226.2,ENSG00000283208
FBXL3,ENSG00000005812
AC001226.1,ENSG00000274898
MYCBP2,ENSG00000005810
SLAIN1,ENSG00000139737
POU4F1,ENSG00000152192
RNF219,ENSG00000152193
RBM26,ENSG00000139746
RBM26-AS1,ENSG00000227354
NDFIP2,ENSG00000102471
SPRY2,ENSG00000136158
SLITRK5,ENSG00000165300
TGDS,ENSG00000088451
GPR180,ENSG00000152749
ABCC4,ENSG00000125257
DNAJC3-DT,
DNAJC3,ENSG00000102580
UGGT2,ENSG00000102595
MBNL2,ENSG00000139793
RAP2A,ENSG00000125249
IPO5,ENSG00000065150
FARP1,ENSG00000152767
STK24,ENSG00000102572
STK24-AS1,ENSG00000224418
DOCK9,ENSG00000088387
DOCK9-DT,
UBAC2-AS1,ENSG00000228889
UBAC2,ENSG00000134882
GPR18,ENSG00000125245
GPR183,ENSG00000169508
TM9SF2,ENSG00000125304
LINC00449,ENSG00000203441
